"id","map_type_id","model_id/id","field_id/id","in_value","out_value"
"map_gfmis_report_385","GFMIS Report","account.model_account_account","account.field_account_account_code",5101030001,"5101010113 - บัญชีค่าจ้าง"
"map_gfmis_report_386","GFMIS Report","account.model_account_account","account.field_account_account_code",5102010001,"5101040106 - บัญชีเงินบำเหน็จ"
"map_gfmis_report_387","GFMIS Report","account.model_account_account","account.field_account_account_code",5102020001,"5101020105 - บัญชีเงินสมทบ กสจ."
"map_gfmis_report_388","GFMIS Report","account.model_account_account","account.field_account_account_code",5102030001,"5101030207 - บัญชีเงินช่วยเหลือค่ารักษาพยาบาลผู้ป่วยนอก-รพ.เอกน"
"map_gfmis_report_389","GFMIS Report","account.model_account_account","account.field_account_account_code",5102040001,"5101030101 - บัญชีเงินช่วยการศึกษาบุตร"
"map_gfmis_report_390","GFMIS Report","account.model_account_account","account.field_account_account_code",5102050001,"5101040119 - บัญชีเงินชดเชยกรณีเลิกจ้าง"
"map_gfmis_report_391","GFMIS Report","account.model_account_account","account.field_account_account_code",5102060001,"5101020199 - บัญชีค่าใช้จ่ายบุคลากรอื่น"
"map_gfmis_report_392","GFMIS Report","account.model_account_account","account.field_account_account_code",5102070001,"5101020199 - บัญชีค่าใช้จ่ายบุคลากรอื่น"
"map_gfmis_report_393","GFMIS Report","account.model_account_account","account.field_account_account_code",5102080001,"5101010113 - บัญชีค่าจ้าง"
"map_gfmis_report_394","GFMIS Report","account.model_account_account","account.field_account_account_code",5102090001,"5101020110 - บัญชีค่าเบี้ยประกันชีวิต"
"map_gfmis_report_395","GFMIS Report","account.model_account_account","account.field_account_account_code",5102100001,"5101020199 - บัญชีค่าใช้จ่ายบุคลากรอื่น"
"map_gfmis_report_396","GFMIS Report","account.model_account_account","account.field_account_account_code",5102110001,"5101020199 - บัญชีค่าใช้จ่ายบุคลากรอื่น"
"map_gfmis_report_397","GFMIS Report","account.model_account_account","account.field_account_account_code",5103010001,"5102010199 - บัญชีค่าใช้จ่ายด้านการฝึกอบรม-ในประเทศ"
"map_gfmis_report_398","GFMIS Report","account.model_account_account","account.field_account_account_code",5103020001,"5102020199 - บัญชีค่าใช้จ่ายด้านการฝึกอบรม-ต่างประเทศ"
"map_gfmis_report_399","GFMIS Report","account.model_account_account","account.field_account_account_code",5201010001,"5104030207 - บัญชีค่าใช้จ่ายในการประชุม"
"map_gfmis_report_400","GFMIS Report","account.model_account_account","account.field_account_account_code",5201010002,"5104040199 - บัญชีค่าตอบแทนอื่น"
"map_gfmis_report_401","GFMIS Report","account.model_account_account","account.field_account_account_code",5201010003,"5104040102 - บัญชีค่าตอบแทนเฉพาะงาน"
"map_gfmis_report_402","GFMIS Report","account.model_account_account","account.field_account_account_code",5201010004,"5104040199 - บัญชีค่าตอบแทนอื่น"
"map_gfmis_report_403","GFMIS Report","account.model_account_account","account.field_account_account_code",5202010001,"5102030199 - บัญชีค่าใช้จ่ายด้านการฝึกอบรม-บุคคลภายนอก"
"map_gfmis_report_404","GFMIS Report","account.model_account_account","account.field_account_account_code",5202020001,"5103010199 - บัญชีค่าใช้จ่ายเดินทางอื่น-ในประเทศ"
"map_gfmis_report_405","GFMIS Report","account.model_account_account","account.field_account_account_code",5202020002,"5103020199 - บัญชีค่าใช้จ่ายเดินทางอื่น-ต่างประเทศ"
"map_gfmis_report_406","GFMIS Report","account.model_account_account","account.field_account_account_code",5202040001,"5104010114 - บัญชีค่าธรรมเนียมทางกฎหมาย"
"map_gfmis_report_407","GFMIS Report","account.model_account_account","account.field_account_account_code",5202050001,"5104010114 - บัญชีค่าธรรมเนียมทางกฎหมาย"
"map_gfmis_report_408","GFMIS Report","account.model_account_account","account.field_account_account_code",5202060001,"5104010107 - บัญชีค่าซ่อมแซมและค่าบำรุงรักษา"
"map_gfmis_report_409","GFMIS Report","account.model_account_account","account.field_account_account_code",5202080001,"5104030203 - บัญชีค่าเบี้ยประกันภัย"
"map_gfmis_report_410","GFMIS Report","account.model_account_account","account.field_account_account_code",5202080002,"5104030203 - บัญชีค่าเบี้ยประกันภัย"
"map_gfmis_report_411","GFMIS Report","account.model_account_account","account.field_account_account_code",5202100001,"5103020199 - บัญชีค่าใช้จ่ายเดินทางอื่น-ต่างประเทศ"
"map_gfmis_report_412","GFMIS Report","account.model_account_account","account.field_account_account_code",5202110001,"5104030299 - บัญชีค่าใช้สอยอื่นๆ"
"map_gfmis_report_413","GFMIS Report","account.model_account_account","account.field_account_account_code",5202110002,"5104030299 - บัญชีค่าใช้สอยอื่นๆ"
"map_gfmis_report_414","GFMIS Report","account.model_account_account","account.field_account_account_code",5202110003,"5104030299 - บัญชีค่าใช้สอยอื่นๆ"
"map_gfmis_report_415","GFMIS Report","account.model_account_account","account.field_account_account_code",5202120001,"5104030212 - บัญชีค่าเช่าเบ็ดเตล็ด - บุคคลภายนอก"
"map_gfmis_report_416","GFMIS Report","account.model_account_account","account.field_account_account_code",5202120002,"5104030209 - บัญชีค่าเช่าอสังหาริมทรัพย์- หน่วยงานภาครัฐ"
"map_gfmis_report_417","GFMIS Report","account.model_account_account","account.field_account_account_code",5202120003,"5104030210 - บัญชีค่าเช่าอสังหาริมทรัพย์- บุคคลภายนอก"
"map_gfmis_report_418","GFMIS Report","account.model_account_account","account.field_account_account_code",5202120004,"5104030212 - บัญชีค่าเช่าเบ็ดเตล็ด - บุคคลภายนอก"
"map_gfmis_report_419","GFMIS Report","account.model_account_account","account.field_account_account_code",5202130001,"5104010112 - บัญชีค่าจ้างเหมาบริการ - บุคคลภายนอก"
"map_gfmis_report_420","GFMIS Report","account.model_account_account","account.field_account_account_code",5202140001,"5104010112 - บัญชีค่าจ้างเหมาบริการ - บุคคลภายนอก"
"map_gfmis_report_421","GFMIS Report","account.model_account_account","account.field_account_account_code",5202150001,"5104030219 - บัญชีค่าประชาสัมพันธ์"
"map_gfmis_report_422","GFMIS Report","account.model_account_account","account.field_account_account_code",5202160001,"5104030299 - บัญชีค่าใช้สอยอื่นๆ"
"map_gfmis_report_423","GFMIS Report","account.model_account_account","account.field_account_account_code",5202160002,"5104030299 - บัญชีค่าใช้สอยอื่นๆ"
"map_gfmis_report_424","GFMIS Report","account.model_account_account","account.field_account_account_code",5202170001,"5108010106 - บัญชีหนี้สูญ - ลูกหนี้อื่น"
"map_gfmis_report_425","GFMIS Report","account.model_account_account","account.field_account_account_code",5202170002,"5108010112 - บัญชีหนี้สงสัยจะสูญ - ลูกหนี้อื่น"
"map_gfmis_report_426","GFMIS Report","account.model_account_account","account.field_account_account_code",5202180001,"5104030299 - บัญชีค่าใช้สอยอื่นๆ"
"map_gfmis_report_427","GFMIS Report","account.model_account_account","account.field_account_account_code",5202180002,"5104030299 - บัญชีค่าใช้สอยอื่นๆ"
"map_gfmis_report_428","GFMIS Report","account.model_account_account","account.field_account_account_code",5202180003,"4301020102 - บัญชีรายได้จากการให้บริการ-บุคคลภายนอก"
"map_gfmis_report_429","GFMIS Report","account.model_account_account","account.field_account_account_code",5202189900,"5104010112 - บัญชีค่าจ้างเหมาบริการ - บุคคลภายนอก"
"map_gfmis_report_430","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010001,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_431","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010002,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_432","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010003,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_433","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010004,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_434","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010005,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_435","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010006,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_436","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010007,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_437","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010008,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_438","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010009,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_439","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010010,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_440","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010011,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_441","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010012,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_442","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010013,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_443","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010014,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_444","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010015,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_445","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010016,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_446","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010017,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_447","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010018,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_448","GFMIS Report","account.model_account_account","account.field_account_account_code",5203010019,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_449","GFMIS Report","account.model_account_account","account.field_account_account_code",5203019900,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_450","GFMIS Report","account.model_account_account","account.field_account_account_code",5203019901,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_451","GFMIS Report","account.model_account_account","account.field_account_account_code",5203020001,"5104010104 - บัญชีค่าวัสดุใช้ไป"
"map_gfmis_report_452","GFMIS Report","account.model_account_account","account.field_account_account_code",5204010001,"5104020101 - บัญชีค่าไฟฟ้า"
"map_gfmis_report_453","GFMIS Report","account.model_account_account","account.field_account_account_code",5204010002,"5104020103 - บัญชีค่าน้ำประปาและน้ำบาดาล"
"map_gfmis_report_454","GFMIS Report","account.model_account_account","account.field_account_account_code",5204010003,"5104020105 - บัญชีค่าโทรศัพท์"
"map_gfmis_report_455","GFMIS Report","account.model_account_account","account.field_account_account_code",5204010004,"5104020107 - บัญชีค่าบริการไปรษณีย์โทรเลข และขนส่ง"
"map_gfmis_report_456","GFMIS Report","account.model_account_account","account.field_account_account_code",5204010005,"5104020106 - บัญชีค่าบริการโทรคมนาคม"
"map_gfmis_report_457","GFMIS Report","account.model_account_account","account.field_account_account_code",5205010001,"5107010101 - บัญชีเงินอุดหนุนเพื่อการดำเนินงาน-หน่วยงานภาครัฐ"
"map_gfmis_report_458","GFMIS Report","account.model_account_account","account.field_account_account_code",5205010002,"5107010199 - บัญชีเงินอุดหนุนเพื่อการดำเนินงานอื่น"
"map_gfmis_report_459","GFMIS Report","account.model_account_account","account.field_account_account_code",5205010003,"5107010105 - บัญชีเงินอุดหนุนเพื่อการดำเนินงาน-ธุรกิจเอกชน"
"map_gfmis_report_460","GFMIS Report","account.model_account_account","account.field_account_account_code",5205010004,"5107010199 - บัญชีเงินอุดหนุนเพื่อการดำเนินงานอื่น"
"map_gfmis_report_461","GFMIS Report","account.model_account_account","account.field_account_account_code",5205010005,"5107010199 - บัญชีเงินอุดหนุนเพื่อการดำเนินงานอื่น"
"map_gfmis_report_462","GFMIS Report","account.model_account_account","account.field_account_account_code",5205010006,"5102010106 - บัญชีค่าใช้จ่ายทุนการศึกษา-ในประเทศ"
"map_gfmis_report_463","GFMIS Report","account.model_account_account","account.field_account_account_code",5205010007,"5102020105 - บัญชีค่าใช้จ่ายทุนการศึกษา-ต่างประเทศ"
"map_gfmis_report_464","GFMIS Report","account.model_account_account","account.field_account_account_code",5205019900,"5102010106 - บัญชีค่าใช้จ่ายทุนการศึกษา-ในประเทศ"
"map_gfmis_report_465","GFMIS Report","account.model_account_account","account.field_account_account_code",5206020001,"5104030299 - บัญชีค่าใช้สอยอื่นๆ"
"map_gfmis_report_466","GFMIS Report","account.model_account_account","account.field_account_account_code",5206020002,"5104030299 - บัญชีค่าใช้สอยอื่นๆ"
"map_gfmis_report_467","GFMIS Report","account.model_account_account","account.field_account_account_code",5206020003,"5104030299 - บัญชีค่าใช้สอยอื่นๆ"
"map_gfmis_report_468","GFMIS Report","account.model_account_account","account.field_account_account_code",5206020004,"5104030299 - บัญชีค่าใช้สอยอื่นๆ"
"map_gfmis_report_469","GFMIS Report","account.model_account_account","account.field_account_account_code",5206020005,"5104030299 - บัญชีค่าใช้สอยอื่นๆ"
"map_gfmis_report_470","GFMIS Report","account.model_account_account","account.field_account_account_code",5206020006,"5104030299 - บัญชีค่าใช้สอยอื่นๆ"
"map_gfmis_report_471","GFMIS Report","account.model_account_account","account.field_account_account_code",5206029900,"5104030299 - บัญชีค่าใช้สอยอื่นๆ"
"map_gfmis_report_472","GFMIS Report","account.model_account_account","account.field_account_account_code",5206030001,"5104030202 - บัญชีค่าจ้างที่ปรึกษา"
"map_gfmis_report_473","GFMIS Report","account.model_account_account","account.field_account_account_code",5206030002,"5104030202 - บัญชีค่าจ้างที่ปรึกษา"
"map_gfmis_report_474","GFMIS Report","account.model_account_account","account.field_account_account_code",5206040001,"5104030213 - บัญชีค่าตรวจสอบบัญชี- สำนักงานตรวจเงินแผ่นดิน"
"map_gfmis_report_475","GFMIS Report","account.model_account_account","account.field_account_account_code",5206040002,"5104010112 - บัญชีค่าจ้างเหมาบริการ - บุคคลภายนอก"
"map_gfmis_report_476","GFMIS Report","account.model_account_account","account.field_account_account_code",5206050001,"5104030299 - บัญชีค่าใช้สอยอื่นๆ"
"map_gfmis_report_477","GFMIS Report","account.model_account_account","account.field_account_account_code",5206060001,"5212010199 - บัญชีค่าใช้จ่ายอื่น"
"map_gfmis_report_478","GFMIS Report","account.model_account_account","account.field_account_account_code",5206060002,"5212010199 - บัญชีค่าใช้จ่ายอื่น"
"map_gfmis_report_479","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010001,"5105010160 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_480","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010002,"5105010160 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_481","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010003,"5105010160 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_482","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010004,"5105010160 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_483","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010005,"5105010160 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_484","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010006,"5105010160 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_485","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010007,"5105010160 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_486","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010008,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_487","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010009,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_488","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010010,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_489","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010011,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_490","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010012,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_491","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010013,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_492","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010014,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_493","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010015,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_494","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010016,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_495","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010017,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_496","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010018,"5105010164 - ค่าตัดจำหน่าย-สินทรัพย์ไม่มีตัวตน INTERFACE"
"map_gfmis_report_497","GFMIS Report","account.model_account_account","account.field_account_account_code",5207010019,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_498","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019900,"5105010160 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_499","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019901,"5105010160 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_500","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019902,"5105010160 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_501","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019903,"5105010160 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_502","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019904,"5105010160 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_503","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019905,"5105010160 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_504","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019906,"5105010160 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_505","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019907,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_506","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019908,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_507","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019909,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_508","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019910,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_509","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019911,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_510","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019912,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_511","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019913,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_512","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019914,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_513","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019915,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_514","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019916,"5105010161 - บัญชีค่าเสื่อมราคา - ครุภัณฑ์   INTERFACE"
"map_gfmis_report_515","GFMIS Report","account.model_account_account","account.field_account_account_code",5207019917,"5105010164 - ค่าตัดจำหน่าย-สินทรัพย์ไม่มีตัวตน INTERFACE"
"map_gfmis_report_516","GFMIS Report","account.model_account_account","account.field_account_account_code",5301010001,"5204010102 - บัญชีขาดทุนที่เกิดขึ้นแล้วของเงินลงทุน"
